,logFC,logCPM,PValue,FDR
TRBV9,-2.921261118,-0.41960833,1.10E-05,7.81E-05
LSM3,-1.97128362,1.41814561,1.10E-05,7.80E-05
IL2RB,-1.509740036,5.174868933,1.10E-05,7.77E-05
IL21R,-1.320411497,2.665610126,1.10E-05,7.77E-05
MCM3,-1.057379552,3.512421877,1.10E-05,7.80E-05
UXT,-1.302696254,1.564667432,1.11E-05,7.81E-05
PIGU,-1.273398974,1.309665356,1.11E-05,7.83E-05
DENND2D,-0.928234789,5.345695604,1.11E-05,7.84E-05
MPND,-0.991579318,2.679330289,1.12E-05,7.92E-05
HEMK1,-1.043639273,3.294912421,1.13E-05,7.99E-05
NLE1,-1.560884133,1.323067736,1.14E-05,8.01E-05
CACNB1,-1.450093366,1.65509431,1.14E-05,8.01E-05
ACBD4,-0.991129988,2.731212767,1.14E-05,8.03E-05
ACP5,-1.463503254,4.152229499,1.15E-05,8.08E-05
EIF5AL1,-1.0862932,1.755050572,1.15E-05,8.09E-05
IGKV3-15,-2.186273606,0.0274029,1.16E-05,8.11E-05
BLNK,-1.441318417,1.664724146,1.16E-05,8.11E-05
IGKV1D-33,-3.532798668,-1.387799279,1.17E-05,8.16E-05
IGLV8-61,-2.728614726,1.408052553,1.17E-05,8.18E-05
S1PR2,-1.976229251,0.746106644,1.17E-05,8.19E-05
MRPL14,-1.527033967,1.632616415,1.17E-05,8.17E-05
HAPLN3,-1.898242762,3.152244129,1.19E-05,8.32E-05
PPOX,-1.747721948,2.911342399,1.21E-05,8.39E-05
CSE1L,-0.968586279,3.103304391,1.21E-05,8.43E-05
TP53RK,-0.913225418,2.122092274,1.21E-05,8.39E-05
LINC02481,-1.705911261,1.000559553,1.22E-05,8.49E-05
PTPA,-1.0329639,5.20709207,1.22E-05,8.50E-05
COMTD1,-1.237732207,1.659763818,1.23E-05,8.51E-05
SNHG8,-2.224455668,0.888512632,1.24E-05,8.57E-05
PSMB1,-1.04909676,4.445115075,1.24E-05,8.63E-05
RAD9A,-1.042559369,3.160896627,1.24E-05,8.60E-05
IGLV2-11,-2.352087084,2.590618281,1.25E-05,8.64E-05
HIP1R,-1.002984975,3.605074813,1.25E-05,8.65E-05
ZNF446,-1.188679892,1.713009781,1.26E-05,8.72E-05
PIN1,-0.995011645,4.039707239,1.26E-05,8.72E-05
WDR81,-0.977599626,2.356983946,1.26E-05,8.72E-05
SUV39H1,-1.24527471,1.877729507,1.27E-05,8.78E-05
OSBPL5,-1.194250718,4.303285344,1.27E-05,8.78E-05
STX8,-1.155319963,2.3559559,1.29E-05,8.88E-05
MYBBP1A,-1.032635462,3.328304829,1.29E-05,8.88E-05
MFSD3,-1.404062437,1.430896918,1.30E-05,8.90E-05
FXN,-1.198666949,1.248384392,1.30E-05,8.90E-05
XBP1,-1.081925191,5.714945618,1.30E-05,8.94E-05
TUT1,-0.878625417,2.953370878,1.30E-05,8.94E-05
TSSC4,-0.870488208,4.064398541,1.30E-05,8.90E-05
IGHA1,-2.39986442,2.997516922,1.31E-05,9.01E-05
FAM86C1P,-1.818763179,0.284900474,1.31E-05,9.01E-05
DDX49,-0.848784142,3.872716687,1.32E-05,9.07E-05
KRT38,-7.436813431,-3.497629718,1.33E-05,9.10E-05
IGKV3D-20,-2.909418832,-0.051431479,1.34E-05,9.14E-05
RPL41,-2.035573099,5.306881949,1.35E-05,9.22E-05
MIR3654,-1.423778324,2.527730655,1.36E-05,9.25E-05
CCL8,-7.884617786,-2.234955046,1.38E-05,9.40E-05
LOC440311,-1.809932942,0.358922457,1.38E-05,9.39E-05
SSNA1,-0.88119659,4.267179472,1.39E-05,9.49E-05
RMDN3,-1.120744786,2.733315895,1.40E-05,9.54E-05
PUS1,-1.028132651,2.774387682,1.41E-05,9.56E-05
NME1,-2.538622405,0.034569749,1.42E-05,9.65E-05
TRMU,-0.907374852,2.971227829,1.42E-05,9.62E-05
TMEM186,-1.073786569,1.180239626,1.44E-05,9.77E-05
NOP58,-1.453410587,2.931933552,1.46E-05,9.92E-05
PEA15,-1.034584809,4.281256825,1.46E-05,9.91E-05
RNF220,-0.701905943,4.189177876,1.46E-05,9.91E-05
IGKV3D-15,-3.880915839,-0.204534966,1.47E-05,9.97E-05
MON1A,-1.070159964,1.94394191,1.47E-05,9.96E-05
TRAP1,-0.804831171,3.125701847,1.49E-05,0.000100689
SMYD2,-1.368418576,1.299067406,1.51E-05,0.000102068
ZFP41,-1.369311132,1.606285168,1.53E-05,0.000103042
NRROS,-1.046440129,4.215980033,1.53E-05,0.000102896
CLUH,-0.983811917,3.687678139,1.54E-05,0.000103987
IDUA,-1.171385738,2.459625293,1.55E-05,0.000104228
SAMM50,-0.901596156,3.075296475,1.55E-05,0.00010426
GATD1,-0.842537848,3.935283451,1.56E-05,0.000105141
SH3GLB2,-1.026331449,5.031115273,1.58E-05,0.000106043
JUP,-2.065857287,3.827744374,1.59E-05,0.000106722
CD4,-1.2158067,5.906533085,1.60E-05,0.000107309
TARP,-2.831289721,0.54744549,1.62E-05,0.000108236
ERAL1,-1.022283653,2.935550883,1.62E-05,0.000108321
TLE2,-2.068056036,1.274249215,1.63E-05,0.000109001
BTBD2,-0.771561381,5.380201456,1.63E-05,0.000109145
GGT7,-1.401437751,2.553599625,1.66E-05,0.00011068
PCED1A,-1.062949544,3.425607424,1.66E-05,0.00011068
FCER2,-1.566723494,3.619904364,1.67E-05,0.000111415
NUDCD3,-0.702930002,4.060808816,1.67E-05,0.00011109
ADSL,-0.92893281,3.483000449,1.68E-05,0.000111698
PHF14,-1.087626504,2.261482647,1.69E-05,0.000112468
DDX41,-0.721270691,4.5719239,1.69E-05,0.000112038
ABHD14A,-2.161710722,1.290544302,1.70E-05,0.000112752
CCDC107,-1.749772538,1.39249857,1.70E-05,0.000113019
SIDT1,-1.432683578,2.734085018,1.73E-05,0.000114447
ECHDC2,-1.157183887,4.016466789,1.73E-05,0.000114682
TIGIT,-1.488387676,2.222454419,1.74E-05,0.000114839
MFSD12,-0.921908683,4.459798226,1.75E-05,0.000115606
PHLDB3,-1.445353096,1.313499399,1.77E-05,0.000116917
PASK,-1.214169253,2.468422123,1.82E-05,0.000120153
TRBV19,-2.677329159,-0.596318145,1.83E-05,0.000120383
EI24,-0.920758529,2.70423312,1.83E-05,0.000120382
LOC107984515,-4.344831018,-2.142539769,1.84E-05,0.000120903
AXL,-3.9407002,-0.449253201,1.84E-05,0.000120903
IFT140,-1.163972315,1.881363654,1.84E-05,0.000120903
SNX5,-0.960526308,3.702353228,1.84E-05,0.000120903
ENHO,-3.605428188,-1.326390244,1.86E-05,0.000122164
CST3,-1.119756105,7.301838914,1.86E-05,0.000122164
HINT1,-1.876716241,3.564920808,1.88E-05,0.000123004
DPH7,-0.911429665,2.638605827,1.88E-05,0.000123004
ABCB9,-2.290516175,0.807882219,1.90E-05,0.00012423
CYC1,-0.907016868,4.343744461,1.92E-05,0.000125264
EEF1D,-1.352426376,1.961191793,1.95E-05,0.000127105
DNAJC15,-1.296472405,2.174680164,1.95E-05,0.000127104
METTL2A,-1.328510617,1.572965683,1.96E-05,0.000127647
NUP88,-1.102091372,2.994305093,1.96E-05,0.000127355
CCDC12,-0.762522355,3.764437664,1.97E-05,0.000128191
UBXN1,-0.775215775,5.4153892,1.98E-05,0.000128413
PDZD4,-1.503058937,3.436862701,1.99E-05,0.00012928
CD19,-1.27243441,2.587518482,1.99E-05,0.00012905
STUB1,-0.841508134,3.446437241,1.99E-05,0.00012905
SS18L2,-1.789701998,1.027960252,2.00E-05,0.000129363
ANKS3,-1.287509528,1.670616685,2.00E-05,0.000129731
RPS12,-1.328475638,7.108549507,2.02E-05,0.000130395
IGLV10-54,-3.147097434,-0.168237783,2.03E-05,0.000131249
BTBD6,-1.018635981,3.323547013,2.04E-05,0.000131525
CDKN1A,-1.117704788,3.954368988,2.05E-05,0.000132055
OXLD1,-1.020211271,3.032063118,2.05E-05,0.000132026
MPDU1,-0.942760574,3.779071866,2.06E-05,0.000132801
URGCP,-0.968447532,2.522906208,2.08E-05,0.000133738
SHLD1,-1.322779157,1.604335687,2.09E-05,0.00013407
ATF5,-1.260381564,2.740231869,2.09E-05,0.000134203
PNOC,-1.834945163,0.784113705,2.11E-05,0.000135747
SNHG17,-1.025006199,1.960907558,2.11E-05,0.000135747
EXOSC2,-1.272646834,2.394884043,2.13E-05,0.000136411
PAAF1,-1.056885219,1.492826306,2.13E-05,0.000136368
PLVAP,-2.761808462,2.822984022,2.14E-05,0.000137152
GSS,-0.938150664,2.634957311,2.14E-05,0.000137017
XYLT2,-0.870696556,3.6552421,2.14E-05,0.000137098
TIMM9,-1.231409927,1.01484427,2.17E-05,0.000138936
FAM162A,-1.342287344,1.435250818,2.18E-05,0.000139593
ABCB8,-0.953026347,3.129034186,2.18E-05,0.000139593
ZNF853,-1.937672972,0.928297234,2.20E-05,0.000140475
BOK,-2.665856421,0.475405517,2.22E-05,0.000141495
RAB8A,-0.765836726,6.264045804,2.22E-05,0.000141589
OSTC,-1.050825099,2.372099599,2.25E-05,0.000143484
MDK,-2.16278948,0.507986353,2.26E-05,0.000143617
SPHK1,-1.251023013,2.324180707,2.26E-05,0.000143641
NOP14,-0.878030372,3.259989285,2.26E-05,0.000143576
ANO9,-1.340386003,3.169331877,2.27E-05,0.000144229
KIFC2,-1.101463968,2.933861007,2.27E-05,0.000143957
MDS2,-2.886974358,-0.283290473,2.28E-05,0.000144516
SLC35B2,-0.957858814,3.042148798,2.28E-05,0.000144624
SLA2,-0.96202252,3.938428659,2.30E-05,0.000145606
COX7C,-2.046038443,2.963951405,2.31E-05,0.000145998
TSR2,-0.769142512,3.461346344,2.31E-05,0.000146076
TRGC2,-1.869641707,2.017848658,2.34E-05,0.000147956
NAA10,-0.858197829,3.941612264,2.36E-05,0.000148975
ROBO3,-1.969424288,0.626946347,2.38E-05,0.000149971
NAPA,-1.142583492,6.67034173,2.38E-05,0.000149708
CCR3,-2.057967301,2.726083782,2.39E-05,0.000150473
UQCR11,-1.520684931,4.734805407,2.40E-05,0.000150627
TCF7,-1.430585787,6.213206062,2.40E-05,0.000150691
EXOC3L1,-3.917266335,1.416511076,2.43E-05,0.000152637
RPL23,-2.247593942,5.167300886,2.43E-05,0.000152141
PEX10,-1.103309711,0.821309001,2.43E-05,0.000152141
AGMAT,-1.520646623,0.695826492,2.45E-05,0.000153637
CA11,-1.495913665,0.779388995,2.45E-05,0.000153641
TMEM116,-1.411298508,0.84843213,2.45E-05,0.000153346
ARVCF,-1.882504552,0.995669801,2.48E-05,0.000155139
LMF2,-0.776786198,5.166078551,2.50E-05,0.000156099
DYNC2I2,-1.883431118,1.894194173,2.51E-05,0.000156378
LOC105372141,-1.367589877,0.431526867,2.52E-05,0.000157172
NCALD,-1.67660202,1.645107304,2.53E-05,0.000157545
SLC39A3,-0.844016272,3.321338892,2.53E-05,0.000157906
NRIR,-2.691697411,0.874380593,2.54E-05,0.000158227
TMEM141,-1.267417845,2.473418125,2.58E-05,0.000160357
SPSB2,-0.963824268,1.983691821,2.60E-05,0.0001614
PLEKHJ1,-0.835820726,3.523517265,2.62E-05,0.000162433
EEF1A1,-1.181577845,9.974179294,2.64E-05,0.000163924
LMF1,-1.586531749,1.587540017,2.65E-05,0.000164227
RPA1,-0.789821687,3.979454102,2.69E-05,0.000166416
PDRG1,-1.089067779,1.786662846,2.74E-05,0.00016954
GNL3,-1.39205275,2.575188065,2.75E-05,0.000169593
PALM2AKAP2,-1.163439774,2.885541937,2.75E-05,0.000169647
TMPRSS9,-2.772605655,1.987984882,2.76E-05,0.000170382
PCCB,-0.974821867,1.981990081,2.76E-05,0.00017043
TPGS1,-1.069942485,2.572801894,2.79E-05,0.000171442
RPS7,-2.28589618,4.721313853,2.80E-05,0.000172353
WDR74,-1.161370068,3.033878438,2.80E-05,0.000171974
PPDPF,-1.109463151,6.404918889,2.80E-05,0.000171973
ATP5F1A,-0.724014862,6.019395621,2.80E-05,0.000171973
ACTL10,-1.797958585,-0.191993935,2.82E-05,0.000173313
TUBGCP6,-0.798076776,5.212571434,2.83E-05,0.000173482
TSR3,-0.862291686,3.642175597,2.85E-05,0.000174722
IL34,-5.451948092,-3.002697787,2.89E-05,0.000176828
ZNF329,-1.309584505,0.974891539,2.89E-05,0.000176828
DHX30,-0.722045848,4.215754131,2.89E-05,0.000176832
LAG3,-2.284535309,2.390048498,2.97E-05,0.000181303
COX6C,-2.159385007,2.193004736,2.98E-05,0.000181868
EIF3E,-1.189802514,4.905438574,3.00E-05,0.000183258
FCRL6,-2.176628967,3.445673678,3.02E-05,0.000184267
UNG,-1.231042728,1.477583165,3.02E-05,0.000183856
ANKRD54,-0.973149031,2.075186211,3.02E-05,0.000183963
LOC102725003,-3.080057211,-0.134905362,3.05E-05,0.000185818
PPA1,-1.31954999,2.73274068,3.08E-05,0.00018702
SSB,-1.298821376,3.142494674,3.08E-05,0.00018724
RNF26,-1.007092293,3.020173292,3.09E-05,0.000187547
BBLN,-1.020360464,4.599445654,3.14E-05,0.000190423
SF3A3,-0.70309017,4.285092057,3.14E-05,0.000190322
RPL26,-2.4790877,5.221311429,3.15E-05,0.000190997
FAM50B,-1.052695922,1.241952312,3.15E-05,0.000190997
PARP10,-1.38767737,6.787922787,3.19E-05,0.000193022
ACTL6A,-0.965163406,2.33712469,3.19E-05,0.000193049
TSFM,-0.94955107,1.780151451,3.23E-05,0.000195328
SNHG7,-1.03018162,2.275962945,3.25E-05,0.000196306
PLAAT3,-1.689955114,1.265451084,3.26E-05,0.000196306
LFNG,-1.031878215,5.703075085,3.26E-05,0.000196529
C3orf18,-1.595499143,1.459032836,3.29E-05,0.000198282
TSPAN18,-1.464976257,2.673974043,3.29E-05,0.000198282
GPX1,-1.683067619,8.371016027,3.33E-05,0.000199806
RBM19,-0.896741905,3.352835294,3.33E-05,0.00019984
RPUSD3,-0.88670146,2.872294869,3.33E-05,0.00019984
IGKV1D-16,-3.130095323,-0.948062248,3.34E-05,0.000200367
TOMM5,-1.798396557,1.101152554,3.39E-05,0.000203121
PDIA4,-0.961433838,4.762677818,3.41E-05,0.00020422
NUDT1,-1.617685538,2.169709694,3.43E-05,0.00020534
ZNF32,-1.776646569,0.599076154,3.44E-05,0.000205672
GAS5,-1.749479942,1.740740442,3.45E-05,0.000206052
WNT10B,-1.536215454,0.916685502,3.48E-05,0.000207749
ACADS,-1.025803094,2.677189917,3.48E-05,0.00020765
VARS2,-2.627483921,-0.624980631,3.52E-05,0.000210085
MTLN,-1.813429883,0.838155819,3.52E-05,0.000209781
MRPS33,-2.026614313,0.605230055,3.53E-05,0.00021071
H2AX,-1.140490843,3.468444998,3.54E-05,0.00021115
KLRF1,-2.249327406,1.265117446,3.56E-05,0.000212006
POLR2L,-0.929204141,4.189449487,3.57E-05,0.00021278
ZNF683,-2.70352358,2.586711451,3.58E-05,0.00021324
RGS10,-1.337660791,4.266551691,3.60E-05,0.000214248
TMEM35B,-1.030880442,2.141890717,3.66E-05,0.000217234
NUBP1,-0.950270914,2.160208032,3.66E-05,0.000217075
UQCR10,-0.95308519,3.609353241,3.69E-05,0.000218893
NIFK,-1.437872046,0.953491754,3.71E-05,0.000219807
TBL3,-0.910238106,3.056311801,3.72E-05,0.000220303
AAMP,-0.798646803,4.309291092,3.73E-05,0.000220709
RPL9,-2.48854321,5.341233869,3.74E-05,0.00022114
ZNF706,-0.737027436,3.026356967,3.75E-05,0.000221502
MORC2,-0.86164251,3.463084498,3.77E-05,0.000222555
SLC50A1,-0.898024654,3.214522023,3.78E-05,0.000222846
EBAG9,-1.179744773,1.353219525,3.81E-05,0.000224478
CCDC167,-2.223426194,1.389040319,3.82E-05,0.000224968
MT1X,-1.687516,1.565842621,3.83E-05,0.000225263
FBXO25,-1.100319032,1.850904445,3.87E-05,0.000227816
CCZ1P-OR7E38P,-1.182671919,1.192270873,3.88E-05,0.00022812
COLQ,-1.616245239,1.954756077,3.90E-05,0.000229015
RPS17,-3.396736249,2.574613343,3.94E-05,0.000231342
ICOS,-1.79029282,1.121232737,3.94E-05,0.000231342
TMEM106C,-1.50766592,2.016009282,3.94E-05,0.00023118
MRPS23,-1.249274706,1.923216121,3.95E-05,0.000231714
POLR2G,-0.773964664,3.612626654,3.95E-05,0.000231373
RPS26,-1.316377321,5.933004748,3.96E-05,0.000231714
EEF2,-0.874397557,9.557773155,3.96E-05,0.000232142
SLC25A23,-1.992088175,2.208100627,4.00E-05,0.000233798
TRBV20-1,-2.066193508,0.448211641,4.01E-05,0.000234319
RHOH,-1.014873349,3.485289723,4.01E-05,0.000234319
COMMD7,-0.80023837,3.487674896,4.05E-05,0.000236606
LAMP3,-3.414978755,2.146878052,4.06E-05,0.000237311
MIR9-3HG,-2.139291959,-0.265799654,4.10E-05,0.000238813
MEPCE,-0.769523291,4.41239529,4.14E-05,0.000240999
REEP6,-2.297278957,-0.049934407,4.15E-05,0.000241917
NDUFA9,-0.860822207,3.514182011,4.15E-05,0.000241899
LPAR5,-1.111128974,2.400503598,4.16E-05,0.000242061
HAUS5,-1.147987583,2.040020305,4.19E-05,0.000243692
BCCIP,-0.978710122,2.621633201,4.25E-05,0.000247136
DUSP7,-0.881913713,3.906886377,4.26E-05,0.000247476
BUB3,-0.826845328,3.795600328,4.26E-05,0.000247791
ZFP82,-1.782347376,-0.064394695,4.38E-05,0.000254004
EIPR1,-0.976107821,2.452134964,4.40E-05,0.000255353
ARFIP2,-0.860735221,3.009829486,4.41E-05,0.000255613
PQBP1,-0.83561173,4.174602401,4.43E-05,0.000256509
LGALS2,-2.026070573,2.228419114,4.45E-05,0.000257562
SOCS2,-1.773878788,1.156472792,4.51E-05,0.000260598
ATP1A3,-1.655911914,1.076959161,4.55E-05,0.000262731
NSA2,-1.295419247,3.606579202,4.55E-05,0.00026278
MEA1,-0.853325093,3.480775509,4.56E-05,0.00026304
C19orf25,-0.847326909,3.577865056,4.58E-05,0.000264082
PYM1,-0.879857411,2.915681916,4.60E-05,0.000265099
IRF4,-1.315852144,3.23687148,4.61E-05,0.000265663
IL11RA,-1.15993191,2.506709094,4.62E-05,0.000265935
ERH,-1.340598198,2.714792382,4.66E-05,0.000268335
ACSF2,-1.531051079,1.89693822,4.69E-05,0.000269983
HLA-DQA1,-1.70408109,3.535195559,4.76E-05,0.000273412
MRPL46,-1.536119001,1.034265164,4.76E-05,0.00027336
RNF113A,-0.791277382,3.206367511,4.79E-05,0.00027448
SLC1A7,-3.871216603,1.057117974,4.82E-05,0.000276238
ZC3H12D,-1.156748667,2.956881927,4.83E-05,0.000277019
TMEM101,-0.752055061,3.08997095,4.88E-05,0.000279509
LIMD2,-0.800731349,7.635114138,4.95E-05,0.00028267
GOT2,-0.914092825,2.903717877,4.98E-05,0.000284591
PTGDS,-2.179598209,3.018248404,5.01E-05,0.000285862
ZFPM1,-0.945230119,3.000119596,5.03E-05,0.000286622
SPEG,-2.132368233,1.031573925,5.08E-05,0.000289231
DNAJC30,-1.569191937,1.319424506,5.08E-05,0.000289438
P2RY6,-2.162361994,0.297414802,5.12E-05,0.000291107
ATP5ME,-1.496641236,2.532895824,5.13E-05,0.000291679
ZNF48,-1.628548644,1.305349821,5.19E-05,0.000294672
BABAM1,-1.093532362,5.108862138,5.19E-05,0.000294672
SEC61G,-1.016764337,1.99124461,5.22E-05,0.000295882
URI1,-1.022332407,2.787348265,5.23E-05,0.000296484
HABP4,-1.374832403,1.706456408,5.24E-05,0.000296743
SCRN2,-1.152043424,2.130747432,5.28E-05,0.000299163
RFTN1,-1.005435817,3.453321415,5.35E-05,0.000302255
LGALS9B,-1.772818737,0.036999607,5.40E-05,0.000305295
NT5C,-0.932413226,2.757951107,5.45E-05,0.00030784
IFIH1,-1.576103569,4.198140209,5.46E-05,0.000308158
C11orf1,-2.070214099,-0.301382347,5.49E-05,0.000309434
RPS19BP1,-0.944261351,3.916845781,5.50E-05,0.000309873
SNTA1,-1.621674803,0.858050129,5.51E-05,0.000310672
DENND6B,-1.127706312,1.637418788,5.60E-05,0.000315145
GINS2,-2.454590422,0.283088304,5.61E-05,0.000315627
SCAMP1-AS1,-1.265351242,0.869238724,5.61E-05,0.000315627
PPP1R16B,-1.043934347,3.903008558,5.67E-05,0.000318671
CACYBP,-0.972568039,3.219604812,5.67E-05,0.000318795
C1orf35,-0.915474768,2.412556073,5.71E-05,0.000320848
SLAMF1,-1.231554384,2.536076559,5.73E-05,0.000321726
PRR5L,-1.400916192,2.981867047,5.77E-05,0.000323119
UTP14A,-0.896200056,2.348311985,5.78E-05,0.000323899
PTPMT1,-1.139926069,1.994563272,5.79E-05,0.000324
ADAMTS7P1,-4.158818926,-1.81838594,5.88E-05,0.000328813
ATP5MF,-1.241918226,2.434524004,5.88E-05,0.000328813
ATP5PO,-1.41809805,3.473853007,5.90E-05,0.000330066
MAZ,-0.80128825,5.63488153,5.91E-05,0.000330405
DYNLL1,-1.016177344,4.748354737,5.92E-05,0.000330774
PABPC4,-0.748679716,4.52683463,5.95E-05,0.000332448
FDXR,-1.170940225,1.642444858,5.96E-05,0.000332616
EXOSC1,-0.870425937,2.897280148,5.96E-05,0.000332616
KMT5C,-0.975102521,1.93525391,5.97E-05,0.000333238
MTRFR,-1.0109349,1.967448236,6.09E-05,0.00033874
ACTR1B,-0.738913499,3.694251093,6.18E-05,0.000343603
ANAPC13,-0.901679988,2.439577816,6.22E-05,0.000345163
EIF2B5,-0.670110932,3.827781073,6.22E-05,0.000345163
DPP4,-1.321886971,2.265183658,6.23E-05,0.000345895
IFI44,-2.391401836,5.528797126,6.24E-05,0.000346398
COMMD9,-0.797975205,3.850907985,6.25E-05,0.000346617
CIAO3,-0.859952943,2.896351805,6.30E-05,0.000349248
NECAB3,-1.349681436,1.138399434,6.33E-05,0.000350348
METTL13,-0.685266747,3.088492077,6.38E-05,0.000353083
PSMC5,-0.719494154,4.51889511,6.40E-05,0.000354485
FHIT,-1.731686475,1.488592442,6.42E-05,0.000355042
SNRPA1,-0.843746594,2.66360455,6.47E-05,0.000357718
ADH5,-1.096527135,2.902483224,6.51E-05,0.000359616
YIPF2,-1.111566424,2.698748237,6.52E-05,0.00036012
SNRNP25,-1.713799196,1.533808898,6.58E-05,0.000362883
SLC3A2,-0.829646798,4.319694226,6.63E-05,0.000365338
SAAL1,-1.241652715,0.903468589,6.74E-05,0.000370578
RPA3,-1.790644201,0.653206546,6.75E-05,0.000370578
CD28,-1.358344547,3.235997569,6.78E-05,0.000372113
EPSTI1,-1.971438991,5.815311862,6.80E-05,0.000373158
TMEM222,-0.885541634,4.180260285,6.81E-05,0.000373771
FBXW4,-0.822293169,3.541152563,6.81E-05,0.000373771
CYCS,-1.03868545,2.91408773,6.84E-05,0.000374574
VKORC1,-0.851498087,3.440037898,6.86E-05,0.00037569
TMEM19,-1.060240752,2.11383183,6.89E-05,0.000377429
RNF25,-0.813965881,2.986512637,6.91E-05,0.000378378
TSPYL2,-1.174279303,3.441745976,6.94E-05,0.000379548
IGKJ1,-2.917551414,-1.084676116,7.11E-05,0.000387784
C10orf95-AS1,-1.079145645,1.523678952,7.12E-05,0.00038824
DDX11,-1.341004168,2.382326248,7.13E-05,0.00038869
LINC01089,-0.773513382,3.399025869,7.14E-05,0.000389038
HLA-DPB1,-1.703573676,5.265429015,7.15E-05,0.000389311
MRPL21,-1.581948857,1.642042981,7.15E-05,0.000389162
CCNB1IP1,-1.543679516,1.372356272,7.17E-05,0.00038999
OSGEP,-0.817148716,3.092834604,7.24E-05,0.000393564
MYL4,-2.483958858,4.891602374,7.25E-05,0.000393855
LSM10,-0.960803979,4.147172755,7.26E-05,0.000394429
FAM83G,-1.657157927,1.172754227,7.29E-05,0.000395746
UQCC2,-1.60973061,1.23073501,7.29E-05,0.000395746
PODN,-3.249913883,-0.090870777,7.34E-05,0.000397988
PAOX,-1.244612488,0.875485267,7.34E-05,0.000397988
GTF3C5,-0.690109496,4.219252273,7.35E-05,0.000398132
POLR2F,-0.855187253,2.909813681,7.36E-05,0.000398472
PWWP3A,-0.88799799,2.914414568,7.38E-05,0.000399328
LINC02273,-1.847335202,1.117787322,7.39E-05,0.000399664
PRKCQ,-0.996481477,3.268492513,7.40E-05,0.000400362
LOC105371498,-5.440930288,-2.814082967,7.41E-05,0.000400503
IL18BP,-0.982721794,2.329721385,7.41E-05,0.000400503
RPL7,-1.995724885,5.733603792,7.50E-05,0.000405008
ELAC2,-0.683804711,3.714361004,7.50E-05,0.000405008
UROD,-1.554996412,4.33645239,7.54E-05,0.000406695
CTU2,-1.424820908,1.808695035,7.56E-05,0.000407475
INTS11,-0.6573642,4.831431066,7.59E-05,0.000409347
GALNT6,-0.91703052,2.753967301,7.66E-05,0.000412854
APOL3,-1.270515612,4.953424705,7.75E-05,0.00041729
DPM3,-1.270567637,1.734871364,7.76E-05,0.000417872
PHF19,-0.806950113,4.015915973,7.77E-05,0.000418381
CXXC1,-0.698468705,4.682560564,7.80E-05,0.000419514
FUOM,-1.677384301,0.978775104,7.87E-05,0.000422803
WDR61,-1.140020125,2.101697477,7.87E-05,0.000422803
CLEC2D,-1.120195214,4.687462589,7.89E-05,0.000423481
FABP5,-2.155969477,1.030300308,7.90E-05,0.000424362
ANO7L1,-1.806812586,0.740695011,7.93E-05,0.000425732
GNGT2,-1.708692414,1.13734948,7.99E-05,0.000428656
ZC3HC1,-0.982584317,1.728506696,8.09E-05,0.000433789
LTB,-1.724654954,0.677546246,8.10E-05,0.000434083
SH2D1B,-1.57229167,1.950979241,8.15E-05,0.000436536
SNAP47,-0.915722441,2.342174439,8.29E-05,0.000443121
UFC1,-1.053461025,4.152104962,8.37E-05,0.000447042
MTHFD1,-0.892883528,2.760953894,8.43E-05,0.000449988
RPL31,-2.160691476,4.870727799,8.46E-05,0.000451467
DGUOK,-0.700437464,2.947086007,8.53E-05,0.000454742
TARS2,-0.738873731,2.859880792,8.59E-05,0.000457187
IKZF3,-1.178783098,5.37423219,8.63E-05,0.00045908
COX5B,-0.950690965,4.896910576,8.65E-05,0.000460124
MRPL20-AS1,-0.702392716,2.721037691,8.67E-05,0.000461026
NEK8,-1.076238002,1.846195799,8.69E-05,0.000461611
GLOD4,-0.830353635,2.913020615,8.71E-05,0.000462902
LINC02723,-1.971818441,0.064359732,8.78E-05,0.00046627
HNRNPA1L3,-0.784533912,3.475788226,8.82E-05,0.000467928
SPNS3,-1.716725331,1.644985977,8.87E-05,0.000470428
ATAD3C,-3.328397688,-1.843495529,8.88E-05,0.000470446
NDUFAF3,-0.888298094,4.050330273,8.88E-05,0.000470483
DHPS,-0.66185351,3.8367034,8.92E-05,0.000472286
TMEM161A,-1.482797721,1.663744773,8.95E-05,0.000473398
PPP1R16A,-1.401068316,1.668240581,9.07E-05,0.000478457
RIOX1,-0.871425116,2.160960952,9.11E-05,0.000480373
IGHV3-33,-1.989356225,1.89510596,9.13E-05,0.000481247
ECSIT,-1.284485574,4.186642083,9.13E-05,0.000481247
CCN3,-2.405706283,0.463921845,9.19E-05,0.000484006
TRIR,-0.749403808,6.426171948,9.20E-05,0.000484201
GLYATL2,-8.99960592,-2.0867883,9.23E-05,0.000485867
CD244,-1.157909782,3.702710551,9.23E-05,0.000485867
ACRBP,-1.040642094,3.921886446,9.24E-05,0.000486112
LOC102724023,-1.623949407,0.779077565,9.28E-05,0.000487682
LY86,-1.046199641,3.061429363,9.41E-05,0.000494
NAGLU,-0.925394608,2.975944832,9.63E-05,0.000505394
MPV17L2,-1.105244917,1.389703539,9.67E-05,0.000507174
MTRES1,-1.157117743,0.709312059,9.74E-05,0.000510367
ZNHIT1,-0.825900899,4.132282236,9.77E-05,0.000512092
PRDX2,-1.863943647,5.754390413,9.80E-05,0.000512988
POLR1E,-1.120696744,1.617918722,9.80E-05,0.000512988
